Testing Adventurer randomly
Iteration:1810 memcmp failed.
Iteration:1811 memcmp failed.
Iteration:1812 memcmp failed.
Iteration:1813 memcmp failed.
Iteration:1814 memcmp failed.
Iteration:1815 memcmp failed.
Iteration:1816 memcmp failed.
Iteration:1817 memcmp failed.
Iteration:1818 memcmp failed.
Iteration:1819 memcmp failed.
Iteration:1820 memcmp failed.
Iteration:1821 memcmp failed.
Iteration:1822 memcmp failed.
Iteration:1823 memcmp failed.
Iteration:1824 memcmp failed.
Iteration:1825 memcmp failed.
Iteration:1826 memcmp failed.
Iteration:1827 memcmp failed.
Iteration:1828 memcmp failed.
Iteration:1829 memcmp failed.
Iteration:1830 memcmp failed.
Iteration:1831 memcmp failed.
Iteration:1832 memcmp failed.
Iteration:1833 memcmp failed.
Iteration:1834 memcmp failed.
Iteration:1835 memcmp failed.
Iteration:1836 memcmp failed.
Iteration:1837 memcmp failed.
Iteration:1838 memcmp failed.
Iteration:1839 memcmp failed.
Iteration:1840 memcmp failed.
Iteration:1841 memcmp failed.
Iteration:1842 memcmp failed.
Iteration:1843 memcmp failed.
Iteration:1844 memcmp failed.
Iteration:1845 memcmp failed.
Iteration:1846 memcmp failed.
Iteration:1847 memcmp failed.
Iteration:1848 memcmp failed.
Iteration:1849 memcmp failed.
Iteration:1850 memcmp failed.
Iteration:1851 memcmp failed.
Iteration:1852 memcmp failed.
Iteration:1853 memcmp failed.
Iteration:1854 memcmp failed.
Iteration:1855 memcmp failed.
Iteration:1856 memcmp failed.
Iteration:1857 memcmp failed.
Iteration:1858 memcmp failed.
Iteration:1859 memcmp failed.
Iteration:1860 memcmp failed.
Iteration:1861 memcmp failed.
Iteration:1862 memcmp failed.
Iteration:1863 memcmp failed.
Iteration:1864 memcmp failed.
Iteration:1865 memcmp failed.
Iteration:1866 memcmp failed.
Iteration:1867 memcmp failed.
Iteration:1868 memcmp failed.
Iteration:1869 memcmp failed.
Iteration:1870 memcmp failed.
Iteration:1871 memcmp failed.
Iteration:1872 memcmp failed.
Iteration:1873 memcmp failed.
Iteration:1874 memcmp failed.
Iteration:1875 memcmp failed.
Iteration:1876 memcmp failed.
Iteration:1877 memcmp failed.
Iteration:1878 memcmp failed.
Iteration:1879 memcmp failed.
Iteration:1880 memcmp failed.
Iteration:1881 memcmp failed.
Iteration:1882 memcmp failed.
Iteration:1883 memcmp failed.
Iteration:1884 memcmp failed.
Iteration:1885 memcmp failed.
Iteration:1886 memcmp failed.
Iteration:1887 memcmp failed.
Iteration:1888 memcmp failed.
Iteration:1889 memcmp failed.
Iteration:1890 memcmp failed.
Iteration:1891 memcmp failed.
Iteration:1892 memcmp failed.
Iteration:1893 memcmp failed.
Iteration:1894 memcmp failed.
Iteration:1895 memcmp failed.
Iteration:1896 memcmp failed.
Iteration:1897 memcmp failed.
Iteration:1898 memcmp failed.
Iteration:1899 memcmp failed.
Iteration:1900 memcmp failed.
Iteration:1901 memcmp failed.
Iteration:1902 memcmp failed.
Iteration:1903 memcmp failed.
Iteration:1904 memcmp failed.
Iteration:1905 memcmp failed.
Iteration:1906 memcmp failed.
Iteration:1907 memcmp failed.
Iteration:1908 memcmp failed.
Iteration:1909 memcmp failed.
Iteration:1910 memcmp failed.
Iteration:1911 memcmp failed.
Iteration:1912 memcmp failed.
Iteration:1913 memcmp failed.
Iteration:1914 memcmp failed.
Iteration:1915 memcmp failed.
Iteration:1916 memcmp failed.
Iteration:1917 memcmp failed.
Iteration:1918 memcmp failed.
Iteration:1919 memcmp failed.
Iteration:1920 memcmp failed.
Iteration:1921 memcmp failed.
Iteration:1922 memcmp failed.
Iteration:1923 memcmp failed.
Iteration:1924 memcmp failed.
Iteration:1925 memcmp failed.
Iteration:1926 memcmp failed.
Iteration:1927 memcmp failed.
Iteration:1928 memcmp failed.
Iteration:1929 memcmp failed.
Iteration:1930 memcmp failed.
Iteration:1931 memcmp failed.
Iteration:1932 memcmp failed.
Iteration:1933 memcmp failed.
Iteration:1934 memcmp failed.
Iteration:1935 memcmp failed.
Iteration:1936 memcmp failed.
Iteration:1937 memcmp failed.
Iteration:1938 memcmp failed.
Iteration:1939 memcmp failed.
Iteration:1940 memcmp failed.
Iteration:1941 memcmp failed.
Iteration:1942 memcmp failed.
Iteration:1943 memcmp failed.
Iteration:1944 memcmp failed.
Iteration:1945 memcmp failed.
Iteration:1946 memcmp failed.
Iteration:1947 memcmp failed.
Iteration:1948 memcmp failed.
Iteration:1949 memcmp failed.
Iteration:1950 memcmp failed.
Iteration:1951 memcmp failed.
Iteration:1952 memcmp failed.
Iteration:1953 memcmp failed.
Iteration:1954 memcmp failed.
Iteration:1955 memcmp failed.
Iteration:1956 memcmp failed.
Iteration:1957 memcmp failed.
Iteration:1958 memcmp failed.
Iteration:1959 memcmp failed.
Iteration:1960 memcmp failed.
Iteration:1961 memcmp failed.
Iteration:1962 memcmp failed.
Iteration:1963 memcmp failed.
Iteration:1964 memcmp failed.
Iteration:1965 memcmp failed.
Iteration:1966 memcmp failed.
Iteration:1967 memcmp failed.
Iteration:1968 memcmp failed.
Iteration:1969 memcmp failed.
Iteration:1970 memcmp failed.
Iteration:1971 memcmp failed.
Iteration:1972 memcmp failed.
Iteration:1973 memcmp failed.
Iteration:1974 memcmp failed.
Iteration:1975 memcmp failed.
Iteration:1976 memcmp failed.
Iteration:1977 memcmp failed.
Iteration:1978 memcmp failed.
Iteration:1979 memcmp failed.
Iteration:1980 memcmp failed.
Iteration:1981 memcmp failed.
Iteration:1982 memcmp failed.
Iteration:1983 memcmp failed.
Iteration:1984 memcmp failed.
Iteration:1985 memcmp failed.
Iteration:1986 memcmp failed.
Iteration:1987 memcmp failed.
Iteration:1988 memcmp failed.
Iteration:1989 memcmp failed.
Iteration:1990 memcmp failed.
Iteration:1991 memcmp failed.
Iteration:1992 memcmp failed.
Iteration:1993 memcmp failed.
Iteration:1994 memcmp failed.
Iteration:1995 memcmp failed.
Iteration:1996 memcmp failed.
Iteration:1997 memcmp failed.
Iteration:1998 memcmp failed.
Iteration:1999 memcmp failed.
Finished all tests.
Processing file 1 out of 1
File 'dominion.c'
Lines executed:38.39% of 560
Branches executed:35.25% of 417
Taken at least once:29.26% of 417
Calls executed:26.04% of 96
Creating 'dominion.c.gcov'

        -:    0:Source:dominion.c
        -:    0:Graph:dominion.gcno
        -:    0:Data:dominion.gcda
        -:    0:Runs:20
        -:    0:Programs:12
        -:    1:#include "dominion.h"
        -:    2:#include "dominion_helpers.h"
        -:    3:#include "rngs.h"
        -:    4:#include <stdio.h>
        -:    5:#include <math.h>
        -:    6:#include <stdlib.h>
        -:    7:
        -:    8:
function compare called 1288314 returned 100% blocks executed 100%
  1288314:    9:int compare(const void* a, const void* b) {
  1288314:   10:  if (*(int*)a > *(int*)b)
branch  0 taken 52% (fallthrough)
branch  1 taken 48%
   663955:   11:    return 1;
   624359:   12:  if (*(int*)a < *(int*)b)
branch  0 taken 99% (fallthrough)
branch  1 taken 1%
   621615:   13:    return -1;
     2744:   14:  return 0;
        -:   15:}
        -:   16:
function newGame called 70 returned 100% blocks executed 100%
       70:   17:struct gameState* newGame() {
       70:   18:  struct gameState* g = malloc(sizeof(struct gameState));
       70:   19:  return g;
        -:   20:}
        -:   21:
function kingdomCards called 0 returned 0% blocks executed 0%
    #####:   22:int* kingdomCards(int k1, int k2, int k3, int k4, int k5, int k6, int k7,
        -:   23:		  int k8, int k9, int k10) {
    #####:   24:  int* k = malloc(10 * sizeof(int));
    #####:   25:  k[0] = k1;
    #####:   26:  k[1] = k2;
    #####:   27:  k[2] = k3;
    #####:   28:  k[3] = k4;
    #####:   29:  k[4] = k5;
    #####:   30:  k[5] = k6;
    #####:   31:  k[6] = k7;
    #####:   32:  k[7] = k8;
    #####:   33:  k[8] = k9;
    #####:   34:  k[9] = k10;
    #####:   35:  return k;
        -:   36:}
        -:   37:
function initializeGame called 96 returned 100% blocks executed 98%
       96:   38:int initializeGame(int numPlayers, int kingdomCards[10], int randomSeed,
        -:   39:		   struct gameState *state) {
        -:   40:
        -:   41:  int i;
        -:   42:  int j;
        -:   43:  int it;			
        -:   44:  //set up random number generator
       96:   45:  SelectStream(1);
call    0 returned 100%
       96:   46:  PutSeed((long)randomSeed);
call    0 returned 100%
        -:   47:  
        -:   48:  //check number of players
       96:   49:  if (numPlayers > MAX_PLAYERS || numPlayers < 2)
branch  0 taken 96% (fallthrough)
branch  1 taken 4%
branch  2 taken 7% (fallthrough)
branch  3 taken 93%
        -:   50:    {
       10:   51:      return -1;
        -:   52:    }
        -:   53:
        -:   54:  //set number of players
       86:   55:  state->numPlayers = numPlayers;
        -:   56:
        -:   57:  //check selected kingdom cards are different
      838:   58:  for (i = 0; i < 10; i++)
branch  0 taken 92%
branch  1 taken 8% (fallthrough)
        -:   59:    {
     8380:   60:      for (j = 0; j < 10; j++)
branch  0 taken 91%
branch  1 taken 9% (fallthrough)
        -:   61:        {
     7628:   62:	  if (j != i && kingdomCards[j] == kingdomCards[i])
branch  0 taken 90% (fallthrough)
branch  1 taken 10%
branch  2 taken 1% (fallthrough)
branch  3 taken 99%
        -:   63:	    {
       18:   64:	      return -1;
        -:   65:	    }
        -:   66:        }
        -:   67:    }
        -:   68:
        -:   69:
        -:   70:  //initialize supply
        -:   71:  ///////////////////////////////
        -:   72:
        -:   73:  //set number of Curse cards
       68:   74:  if (numPlayers == 2)
branch  0 taken 29% (fallthrough)
branch  1 taken 71%
        -:   75:    {
       20:   76:      state->supplyCount[curse] = 10;
        -:   77:    }
       48:   78:  else if (numPlayers == 3)
branch  0 taken 67% (fallthrough)
branch  1 taken 33%
        -:   79:    {
       32:   80:      state->supplyCount[curse] = 20;
        -:   81:    }
        -:   82:  else
        -:   83:    {
       16:   84:      state->supplyCount[curse] = 30;
        -:   85:    }
        -:   86:
        -:   87:  //set number of Victory cards
       68:   88:  if (numPlayers == 2)
branch  0 taken 29% (fallthrough)
branch  1 taken 71%
        -:   89:    {
       20:   90:      state->supplyCount[estate] = 8;
       20:   91:      state->supplyCount[duchy] = 8;
       20:   92:      state->supplyCount[province] = 8;
        -:   93:    }
        -:   94:  else
        -:   95:    {
       48:   96:      state->supplyCount[estate] = 12;
       48:   97:      state->supplyCount[duchy] = 12;
       48:   98:      state->supplyCount[province] = 12;
        -:   99:    }
        -:  100:
        -:  101:  //set number of Treasure cards
       68:  102:  state->supplyCount[copper] = 60 - (7 * numPlayers);
       68:  103:  state->supplyCount[silver] = 40;
       68:  104:  state->supplyCount[gold] = 30;
        -:  105:
        -:  106:  //set number of Kingdom cards
     1428:  107:  for (i = adventurer; i <= treasure_map; i++)       	//loop all cards
branch  0 taken 95%
branch  1 taken 5% (fallthrough)
        -:  108:    {
    11220:  109:      for (j = 0; j < 10; j++)           		//loop chosen cards
branch  0 taken 94%
branch  1 taken 6% (fallthrough)
        -:  110:	{
    10540:  111:	  if (kingdomCards[j] == i)
branch  0 taken 6% (fallthrough)
branch  1 taken 94%
        -:  112:	    {
        -:  113:	      //check if card is a 'Victory' Kingdom card
      680:  114:	      if (kingdomCards[j] == great_hall || kingdomCards[j] == gardens)
branch  0 taken 96% (fallthrough)
branch  1 taken 4%
branch  2 taken 10% (fallthrough)
branch  3 taken 90%
        -:  115:		{
      188:  116:		  if (numPlayers == 2){ 
branch  0 taken 32% (fallthrough)
branch  1 taken 68%
       30:  117:		    state->supplyCount[i] = 8; 
        -:  118:		  }
       64:  119:		  else{ state->supplyCount[i] = 12; }
        -:  120:		}
        -:  121:	      else
        -:  122:		{
      586:  123:		  state->supplyCount[i] = 10;
        -:  124:		}
      680:  125:	      break;
        -:  126:	    }
        -:  127:	  else    //card is not in the set choosen for the game
        -:  128:	    {
     9860:  129:	      state->supplyCount[i] = -1;
        -:  130:	    }
        -:  131:	}
        -:  132:
        -:  133:    }
        -:  134:
        -:  135:  ////////////////////////
        -:  136:  //supply intilization complete
        -:  137:
        -:  138:  //set player decks
      268:  139:  for (i = 0; i < numPlayers; i++)
branch  0 taken 75%
branch  1 taken 25% (fallthrough)
        -:  140:    {
      200:  141:      state->deckCount[i] = 0;
      800:  142:      for (j = 0; j < 3; j++)
branch  0 taken 75%
branch  1 taken 25% (fallthrough)
        -:  143:	{
      600:  144:	  state->deck[i][j] = estate;
      600:  145:	  state->deckCount[i]++;
        -:  146:	}
     1600:  147:      for (j = 3; j < 10; j++)
branch  0 taken 88%
branch  1 taken 13% (fallthrough)
        -:  148:	{
     1400:  149:	  state->deck[i][j] = copper;
     1400:  150:	  state->deckCount[i]++;		
        -:  151:	}
        -:  152:    }
        -:  153:
        -:  154:  //shuffle player decks
      268:  155:  for (i = 0; i < numPlayers; i++)
branch  0 taken 75%
branch  1 taken 25% (fallthrough)
        -:  156:    {
      200:  157:      if ( shuffle(i, state) < 0 )
call    0 returned 100%
branch  1 taken 0% (fallthrough)
branch  2 taken 100%
        -:  158:	{
    #####:  159:	  return -1;
        -:  160:	}
        -:  161:    }
        -:  162:
        -:  163:  //draw player hands
      268:  164:  for (i = 0; i < numPlayers; i++)
branch  0 taken 75%
branch  1 taken 25% (fallthrough)
        -:  165:    {  
        -:  166:      //initialize hand size to zero
      200:  167:      state->handCount[i] = 0;
      200:  168:      state->discardCount[i] = 0;
        -:  169:      //draw 5 cards
        -:  170:      // for (j = 0; j < 5; j++)
        -:  171:      //	{
        -:  172:      //	  drawCard(i, state);
        -:  173:      //	}
        -:  174:    }
        -:  175:  
        -:  176:  //set embargo tokens to 0 for all supply piles
     1904:  177:  for (i = 0; i <= treasure_map; i++)
branch  0 taken 96%
branch  1 taken 4% (fallthrough)
        -:  178:    {
     1836:  179:      state->embargoTokens[i] = 0;
        -:  180:    }
        -:  181:
        -:  182:  //initialize first player's turn
       68:  183:  state->outpostPlayed = 0;
       68:  184:  state->phase = 0;
       68:  185:  state->numActions = 1;
       68:  186:  state->numBuys = 1;
       68:  187:  state->playedCardCount = 0;
       68:  188:  state->whoseTurn = 0;
       68:  189:  state->handCount[state->whoseTurn] = 0;
        -:  190:  //int it; move to top
        -:  191:
        -:  192:  //Moved draw cards to here, only drawing at the start of a turn
      408:  193:  for (it = 0; it < 5; it++){
branch  0 taken 83%
branch  1 taken 17% (fallthrough)
      340:  194:    drawCard(state->whoseTurn, state);
call    0 returned 100%
        -:  195:  }
        -:  196:
       68:  197:  updateCoins(state->whoseTurn, state, 0);
call    0 returned 100%
        -:  198:
       68:  199:  return 0;
        -:  200:}
        -:  201:
function shuffle called 16902 returned 100% blocks executed 100%
    16902:  202:int shuffle(int player, struct gameState *state) {
        -:  203: 
        -:  204:
        -:  205:  int newDeck[MAX_DECK];
    16902:  206:  int newDeckPos = 0;
        -:  207:  int card;
        -:  208:  int i;
        -:  209:
    16902:  210:  if (state->deckCount[player] < 1)
branch  0 taken 75% (fallthrough)
branch  1 taken 25%
    12670:  211:    return -1;
     4232:  212:  qsort ((void*)(state->deck[player]), state->deckCount[player], sizeof(int), compare); 
call    0 returned 100%
        -:  213:  /* SORT CARDS IN DECK TO ENSURE DETERMINISM! */
        -:  214:
   264586:  215:  while (state->deckCount[player] > 0) {
branch  0 taken 98%
branch  1 taken 2% (fallthrough)
   256122:  216:    card = floor(Random() * state->deckCount[player]);
call    0 returned 100%
   256122:  217:    newDeck[newDeckPos] = state->deck[player][card];
   256122:  218:    newDeckPos++;
  5730009:  219:    for (i = card; i < state->deckCount[player]-1; i++) {
branch  0 taken 96%
branch  1 taken 4% (fallthrough)
  5473887:  220:      state->deck[player][i] = state->deck[player][i+1];
        -:  221:    }
   256122:  222:    state->deckCount[player]--;
        -:  223:  }
   260354:  224:  for (i = 0; i < newDeckPos; i++) {
branch  0 taken 98%
branch  1 taken 2% (fallthrough)
   256122:  225:    state->deck[player][i] = newDeck[i];
   256122:  226:    state->deckCount[player]++;
        -:  227:  }
        -:  228:
     4232:  229:  return 0;
        -:  230:}
        -:  231:
function playCard called 0 returned 0% blocks executed 0%
    #####:  232:int playCard(int handPos, int choice1, int choice2, int choice3, struct gameState *state) 
        -:  233:{	
        -:  234:  int card;
    #####:  235:  int coin_bonus = 0; 		//tracks coins gain from actions
        -:  236:
        -:  237:  //check if it is the right phase
    #####:  238:  if (state->phase != 0)
branch  0 never executed
branch  1 never executed
        -:  239:    {
    #####:  240:      return -1;
        -:  241:    }
        -:  242:	
        -:  243:  //check if player has enough actions
    #####:  244:  if ( state->numActions < 1 )
branch  0 never executed
branch  1 never executed
        -:  245:    {
    #####:  246:      return -1;
        -:  247:    }
        -:  248:	
        -:  249:  //get card played
    #####:  250:  card = handCard(handPos, state);
call    0 never executed
        -:  251:	
        -:  252:  //check if selected card is an action
    #####:  253:  if ( card < adventurer || card > treasure_map )
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  254:    {
    #####:  255:      return -1;
        -:  256:    }
        -:  257:	
        -:  258:  //play card
    #####:  259:  if ( cardEffect(card, choice1, choice2, choice3, state, handPos, &coin_bonus) < 0 )
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  260:    {
    #####:  261:      return -1;
        -:  262:    }
        -:  263:	
        -:  264:  //reduce number of actions
    #####:  265:  state->numActions--;
        -:  266:
        -:  267:  //update coins (Treasure cards may be added with card draws)
    #####:  268:  updateCoins(state->whoseTurn, state, coin_bonus);
call    0 never executed
        -:  269:	
    #####:  270:  return 0;
        -:  271:}
        -:  272:
function buyCard called 0 returned 0% blocks executed 0%
    #####:  273:int buyCard(int supplyPos, struct gameState *state) {
        -:  274:  int who;
        -:  275:  if (DEBUG){
        -:  276:    printf("Entering buyCard...\n");
        -:  277:  }
        -:  278:
        -:  279:  // I don't know what to do about the phase thing.
        -:  280:
    #####:  281:  who = state->whoseTurn;
        -:  282:
    #####:  283:  if (state->numBuys < 1){
branch  0 never executed
branch  1 never executed
        -:  284:    if (DEBUG)
        -:  285:      printf("You do not have any buys left\n");
    #####:  286:    return -1;
    #####:  287:  } else if (supplyCount(supplyPos, state) <1){
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  288:    if (DEBUG)
        -:  289:      printf("There are not any of that type of card left\n");
    #####:  290:    return -1;
    #####:  291:  } else if (state->coins < getCost(supplyPos)){
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  292:    if (DEBUG) 
        -:  293:      printf("You do not have enough money to buy that. You have %d coins.\n", state->coins);
    #####:  294:    return -1;
        -:  295:  } else {
    #####:  296:    state->phase=1;
        -:  297:    //state->supplyCount[supplyPos]--;
    #####:  298:    gainCard(supplyPos, state, 0, who); //card goes in discard, this might be wrong.. (2 means goes into hand, 0 goes into discard)
call    0 never executed
        -:  299:  
    #####:  300:    state->coins = (state->coins) - (getCost(supplyPos));
call    0 never executed
    #####:  301:    state->numBuys--;
        -:  302:    if (DEBUG)
        -:  303:      printf("You bought card number %d for %d coins. You now have %d buys and %d coins.\n", supplyPos, getCost(supplyPos), state->numBuys, state->coins);
        -:  304:  }
        -:  305:
        -:  306:  //state->discard[who][state->discardCount[who]] = supplyPos;
        -:  307:  //state->discardCount[who]++;
        -:  308:    
    #####:  309:  return 0;
        -:  310:}
        -:  311:
function numHandCards called 12 returned 100% blocks executed 100%
       12:  312:int numHandCards(struct gameState *state) {
       12:  313:  return state->handCount[ whoseTurn(state) ];
call    0 returned 100%
        -:  314:}
        -:  315:
function handCard called 0 returned 0% blocks executed 0%
    #####:  316:int handCard(int handPos, struct gameState *state) {
    #####:  317:  int currentPlayer = whoseTurn(state);
call    0 never executed
    #####:  318:  return state->hand[currentPlayer][handPos];
        -:  319:}
        -:  320:
function supplyCount called 0 returned 0% blocks executed 0%
    #####:  321:int supplyCount(int card, struct gameState *state) {
    #####:  322:  return state->supplyCount[card];
        -:  323:}
        -:  324:
function fullDeckCount called 0 returned 0% blocks executed 0%
    #####:  325:int fullDeckCount(int player, int card, struct gameState *state) {
        -:  326:  int i;
    #####:  327:  int count = 0;
        -:  328:
    #####:  329:  for (i = 0; i < state->deckCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  330:    {
    #####:  331:      if (state->deck[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
        -:  332:    }
        -:  333:
    #####:  334:  for (i = 0; i < state->handCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  335:    {
    #####:  336:      if (state->hand[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
        -:  337:    }
        -:  338:
    #####:  339:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  340:    {
    #####:  341:      if (state->discard[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
        -:  342:    }
        -:  343:
    #####:  344:  return count;
        -:  345:}
        -:  346:
function whoseTurn called 86 returned 100% blocks executed 100%
       86:  347:int whoseTurn(struct gameState *state) {
       86:  348:  return state->whoseTurn;
        -:  349:}
        -:  350:
function endTurn called 66 returned 100% blocks executed 100%
       66:  351:int endTurn(struct gameState *state) {
        -:  352:  int k;
        -:  353:  int i;
       66:  354:  int currentPlayer = whoseTurn(state);
call    0 returned 100%
        -:  355:  
        -:  356:  //Discard hand
      494:  357:  for (i = 0; i < state->handCount[currentPlayer]; i++){
branch  0 taken 87%
branch  1 taken 13% (fallthrough)
      428:  358:    state->discard[currentPlayer][state->discardCount[currentPlayer]++] = state->hand[currentPlayer][i];//Discard
      428:  359:    state->hand[currentPlayer][i] = -1;//Set card to -1
        -:  360:  }
       66:  361:  state->handCount[currentPlayer] = 0;//Reset hand count
        -:  362:    
        -:  363:  //Code for determining the player
       66:  364:  if (currentPlayer < (state->numPlayers - 1)){ 
branch  0 taken 61% (fallthrough)
branch  1 taken 39%
       40:  365:    state->whoseTurn = currentPlayer + 1;//Still safe to increment
        -:  366:  }
        -:  367:  else{
       26:  368:    state->whoseTurn = 0;//Max player has been reached, loop back around to player 1
        -:  369:  }
        -:  370:
       66:  371:  state->outpostPlayed = 0;
       66:  372:  state->phase = 0;
       66:  373:  state->numActions = 1;
       66:  374:  state->coins = 0;
       66:  375:  state->numBuys = 1;
       66:  376:  state->playedCardCount = 0;
       66:  377:  state->handCount[state->whoseTurn] = 0;
        -:  378:
        -:  379:  //int k; move to top
        -:  380:  //Next player draws hand
      396:  381:  for (k = 0; k < 5; k++){
branch  0 taken 83%
branch  1 taken 17% (fallthrough)
      330:  382:    drawCard(state->whoseTurn, state);//Draw a card
call    0 returned 100%
        -:  383:  }
        -:  384:
        -:  385:  //Update money
       66:  386:  updateCoins(state->whoseTurn, state , 0);
call    0 returned 100%
        -:  387:
       66:  388:  return 0;
        -:  389:}
        -:  390:
function isGameOver called 226 returned 100% blocks executed 100%
      226:  391:int isGameOver(struct gameState *state) {
        -:  392:  int i;
        -:  393:  int j;
        -:  394:	
        -:  395:  //if stack of Province cards is empty, the game ends
      226:  396:  if (state->supplyCount[province] == 0)
branch  0 taken 6% (fallthrough)
branch  1 taken 94%
        -:  397:    {
       14:  398:      return 1;
        -:  399:    }
        -:  400:
        -:  401:  //if three supply pile are at 0, the game ends
      212:  402:  j = 0;
     5512:  403:  for (i = 0; i < 25; i++)
branch  0 taken 96%
branch  1 taken 4% (fallthrough)
        -:  404:    {
     5300:  405:      if (state->supplyCount[i] == 0)
branch  0 taken 7% (fallthrough)
branch  1 taken 93%
        -:  406:	{
      346:  407:	  j++;
        -:  408:	}
        -:  409:    }
      212:  410:  if ( j >= 3)
branch  0 taken 35% (fallthrough)
branch  1 taken 65%
        -:  411:    {
       74:  412:      return 1;
        -:  413:    }
        -:  414:
      138:  415:  return 0;
        -:  416:}
        -:  417:
function scoreFor called 0 returned 0% blocks executed 0%
    #####:  418:int scoreFor (int player, struct gameState *state) {
        -:  419:
        -:  420:  int i;
    #####:  421:  int score = 0;
        -:  422:  //score from hand
    #####:  423:  for (i = 0; i < state->handCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  424:    {
    #####:  425:      if (state->hand[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  426:      if (state->hand[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  427:      if (state->hand[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  428:      if (state->hand[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  429:      if (state->hand[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  430:      if (state->hand[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  431:    }
        -:  432:
        -:  433:  //score from discard
    #####:  434:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  435:    {
    #####:  436:      if (state->discard[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  437:      if (state->discard[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  438:      if (state->discard[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  439:      if (state->discard[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  440:      if (state->discard[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  441:      if (state->discard[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  442:    }
        -:  443:
        -:  444:  //score from deck
    #####:  445:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  446:    {
    #####:  447:      if (state->deck[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  448:      if (state->deck[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  449:      if (state->deck[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  450:      if (state->deck[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  451:      if (state->deck[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  452:      if (state->deck[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  453:    }
        -:  454:
    #####:  455:  return score;
        -:  456:}
        -:  457:
function getWinners called 0 returned 0% blocks executed 0%
    #####:  458:int getWinners(int players[MAX_PLAYERS], struct gameState *state) {
        -:  459:  int i;	
        -:  460:  int j;
        -:  461:  int highScore;
        -:  462:  int currentPlayer;
        -:  463:
        -:  464:  //get score for each player
    #####:  465:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  466:    {
        -:  467:      //set unused player scores to -9999
    #####:  468:      if (i >= state->numPlayers)
branch  0 never executed
branch  1 never executed
        -:  469:	{
    #####:  470:	  players[i] = -9999;
        -:  471:	}
        -:  472:      else
        -:  473:	{
    #####:  474:	  players[i] = scoreFor (i, state);
call    0 never executed
        -:  475:	}
        -:  476:    }
        -:  477:
        -:  478:  //find highest score
    #####:  479:  j = 0;
    #####:  480:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  481:    {
    #####:  482:      if (players[i] > players[j])
branch  0 never executed
branch  1 never executed
        -:  483:	{
    #####:  484:	  j = i;
        -:  485:	}
        -:  486:    }
    #####:  487:  highScore = players[j];
        -:  488:
        -:  489:  //add 1 to players who had less turns
    #####:  490:  currentPlayer = whoseTurn(state);
call    0 never executed
    #####:  491:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  492:    {
    #####:  493:      if ( players[i] == highScore && i > currentPlayer )
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  494:	{
    #####:  495:	  players[i]++;
