Testing playAdventurer randomly
Iteration:1810 memcmp failed.
Iteration:1811 memcmp failed.
Iteration:1812 memcmp failed.
Iteration:1813 memcmp failed.
Iteration:1814 memcmp failed.
Iteration:1815 memcmp failed.
Iteration:1816 memcmp failed.
Iteration:1817 memcmp failed.
Iteration:1818 memcmp failed.
Iteration:1819 memcmp failed.
Iteration:1820 memcmp failed.
Iteration:1821 memcmp failed.
Iteration:1822 memcmp failed.
Iteration:1823 memcmp failed.
Iteration:1824 memcmp failed.
Iteration:1825 memcmp failed.
Iteration:1826 memcmp failed.
Iteration:1827 memcmp failed.
Iteration:1828 memcmp failed.
Iteration:1829 memcmp failed.
Iteration:1830 memcmp failed.
Iteration:1831 memcmp failed.
Iteration:1832 memcmp failed.
Iteration:1833 memcmp failed.
Iteration:1834 memcmp failed.
Iteration:1835 memcmp failed.
Iteration:1836 memcmp failed.
Iteration:1837 memcmp failed.
Iteration:1838 memcmp failed.
Iteration:1839 memcmp failed.
Iteration:1840 memcmp failed.
Iteration:1841 memcmp failed.
Iteration:1842 memcmp failed.
Iteration:1843 memcmp failed.
Iteration:1844 memcmp failed.
Iteration:1845 memcmp failed.
Iteration:1846 memcmp failed.
Iteration:1847 memcmp failed.
Iteration:1848 memcmp failed.
Iteration:1849 memcmp failed.
Iteration:1850 memcmp failed.
Iteration:1851 memcmp failed.
Iteration:1852 memcmp failed.
Iteration:1853 memcmp failed.
Iteration:1854 memcmp failed.
Iteration:1855 memcmp failed.
Iteration:1856 memcmp failed.
Iteration:1857 memcmp failed.
Iteration:1858 memcmp failed.
Iteration:1859 memcmp failed.
Iteration:1860 memcmp failed.
Iteration:1861 memcmp failed.
Iteration:1862 memcmp failed.
Iteration:1863 memcmp failed.
Iteration:1864 memcmp failed.
Iteration:1865 memcmp failed.
Iteration:1866 memcmp failed.
Iteration:1867 memcmp failed.
Iteration:1868 memcmp failed.
Iteration:1869 memcmp failed.
Iteration:1870 memcmp failed.
Iteration:1871 memcmp failed.
Iteration:1872 memcmp failed.
Iteration:1873 memcmp failed.
Iteration:1874 memcmp failed.
Iteration:1875 memcmp failed.
Iteration:1876 memcmp failed.
Iteration:1877 memcmp failed.
Iteration:1878 memcmp failed.
Iteration:1879 memcmp failed.
Iteration:1880 memcmp failed.
Iteration:1881 memcmp failed.
Iteration:1882 memcmp failed.
Iteration:1883 memcmp failed.
Iteration:1884 memcmp failed.
Iteration:1885 memcmp failed.
Iteration:1886 memcmp failed.
Iteration:1887 memcmp failed.
Iteration:1888 memcmp failed.
Iteration:1889 memcmp failed.
Iteration:1890 memcmp failed.
Iteration:1891 memcmp failed.
Iteration:1892 memcmp failed.
Iteration:1893 memcmp failed.
Iteration:1894 memcmp failed.
Iteration:1895 memcmp failed.
Iteration:1896 memcmp failed.
Iteration:1897 memcmp failed.
Iteration:1898 memcmp failed.
Iteration:1899 memcmp failed.
Iteration:1900 memcmp failed.
Iteration:1901 memcmp failed.
Iteration:1902 memcmp failed.
Iteration:1903 memcmp failed.
Iteration:1904 memcmp failed.
Iteration:1905 memcmp failed.
Iteration:1906 memcmp failed.
Iteration:1907 memcmp failed.
Iteration:1908 memcmp failed.
Iteration:1909 memcmp failed.
Iteration:1910 memcmp failed.
Iteration:1911 memcmp failed.
Iteration:1912 memcmp failed.
Iteration:1913 memcmp failed.
Iteration:1914 memcmp failed.
Iteration:1915 memcmp failed.
Iteration:1916 memcmp failed.
Iteration:1917 memcmp failed.
Iteration:1918 memcmp failed.
Iteration:1919 memcmp failed.
Iteration:1920 memcmp failed.
Iteration:1921 memcmp failed.
Iteration:1922 memcmp failed.
Iteration:1923 memcmp failed.
Iteration:1924 memcmp failed.
Iteration:1925 memcmp failed.
Iteration:1926 memcmp failed.
Iteration:1927 memcmp failed.
Iteration:1928 memcmp failed.
Iteration:1929 memcmp failed.
Iteration:1930 memcmp failed.
Iteration:1931 memcmp failed.
Iteration:1932 memcmp failed.
Iteration:1933 memcmp failed.
Iteration:1934 memcmp failed.
Iteration:1935 memcmp failed.
Iteration:1936 memcmp failed.
Iteration:1937 memcmp failed.
Iteration:1938 memcmp failed.
Iteration:1939 memcmp failed.
Iteration:1940 memcmp failed.
Iteration:1941 memcmp failed.
Iteration:1942 memcmp failed.
Iteration:1943 memcmp failed.
Iteration:1944 memcmp failed.
Iteration:1945 memcmp failed.
Iteration:1946 memcmp failed.
Iteration:1947 memcmp failed.
Iteration:1948 memcmp failed.
Iteration:1949 memcmp failed.
Iteration:1950 memcmp failed.
Iteration:1951 memcmp failed.
Iteration:1952 memcmp failed.
Iteration:1953 memcmp failed.
Iteration:1954 memcmp failed.
Iteration:1955 memcmp failed.
Iteration:1956 memcmp failed.
Iteration:1957 memcmp failed.
Iteration:1958 memcmp failed.
Iteration:1959 memcmp failed.
Iteration:1960 memcmp failed.
Iteration:1961 memcmp failed.
Iteration:1962 memcmp failed.
Iteration:1963 memcmp failed.
Iteration:1964 memcmp failed.
Iteration:1965 memcmp failed.
Iteration:1966 memcmp failed.
Iteration:1967 memcmp failed.
Iteration:1968 memcmp failed.
Iteration:1969 memcmp failed.
Iteration:1970 memcmp failed.
Iteration:1971 memcmp failed.
Iteration:1972 memcmp failed.
Iteration:1973 memcmp failed.
Iteration:1974 memcmp failed.
Iteration:1975 memcmp failed.
Iteration:1976 memcmp failed.
Iteration:1977 memcmp failed.
Iteration:1978 memcmp failed.
Iteration:1979 memcmp failed.
Iteration:1980 memcmp failed.
Iteration:1981 memcmp failed.
Iteration:1982 memcmp failed.
Iteration:1983 memcmp failed.
Iteration:1984 memcmp failed.
Iteration:1985 memcmp failed.
Iteration:1986 memcmp failed.
Iteration:1987 memcmp failed.
Iteration:1988 memcmp failed.
Iteration:1989 memcmp failed.
Iteration:1990 memcmp failed.
Iteration:1991 memcmp failed.
Iteration:1992 memcmp failed.
Iteration:1993 memcmp failed.
Iteration:1994 memcmp failed.
Iteration:1995 memcmp failed.
Iteration:1996 memcmp failed.
Iteration:1997 memcmp failed.
Iteration:1998 memcmp failed.
Iteration:1999 memcmp failed.
Finished all tests.
Processing file 1 out of 1
File 'dominion.c'
Lines executed:36.93% of 574
Branches executed:29.59% of 419
Taken at least once:28.64% of 419
Calls executed:25.49% of 102
Creating 'dominion.c.gcov'

        -:    0:Source:dominion.c
        -:    0:Graph:dominion.gcno
        -:    0:Data:dominion.gcda
        -:    0:Runs:9
        -:    0:Programs:9
        -:    1:/****************************************
        -:    2: * Filename: dominion.c
        -:    3: * Student: Johannes Pikel
        -:    4: * ONID: pikelj
        -:    5: * Class: CS362-400
        -:    6: * Date: 2017.07.05
        -:    7: * Cite: Original Source from various sources
        -:    8: * *************************************/
        -:    9:
        -:   10:#include "dominion.h"
        -:   11:#include "dominion_helpers.h"
        -:   12:#include "rngs.h"
        -:   13:#include <stdio.h>
        -:   14:#include <math.h>
        -:   15:#include <stdlib.h>
        -:   16:
function compare called 14938 returned 100% blocks executed 100%
    14938:   17:int compare(const void* a, const void* b) {
    14938:   18:    if (*(int*)a > *(int*)b)
branch  0 taken 46% (fallthrough)
branch  1 taken 54%
     6897:   19:        return 1;
     8041:   20:    if (*(int*)a < *(int*)b)
branch  0 taken 83% (fallthrough)
branch  1 taken 17%
     6695:   21:        return -1;
     1346:   22:    return 0;
        -:   23:}
        -:   24:
function newGame called 35 returned 100% blocks executed 100%
       35:   25:struct gameState* newGame() {
       35:   26:    struct gameState* g = malloc(sizeof(struct gameState));
       35:   27:    return g;
        -:   28:}
        -:   29:
function kingdomCards called 0 returned 0% blocks executed 0%
    #####:   30:int* kingdomCards(int k1, int k2, int k3, int k4, int k5, int k6, int k7,
        -:   31:        int k8, int k9, int k10) {
    #####:   32:    int* k = malloc(10 * sizeof(int));
    #####:   33:    k[0] = k1;
    #####:   34:    k[1] = k2;
    #####:   35:    k[2] = k3;
    #####:   36:    k[3] = k4;
    #####:   37:    k[4] = k5;
    #####:   38:    k[5] = k6;
    #####:   39:    k[6] = k7;
    #####:   40:    k[7] = k8;
    #####:   41:    k[8] = k9;
    #####:   42:    k[9] = k10;
    #####:   43:    return k;
        -:   44:}
        -:   45:
function initializeGame called 48 returned 100% blocks executed 98%
       48:   46:int initializeGame(int numPlayers, int kingdomCards[10], int randomSeed,
        -:   47:        struct gameState *state) {
        -:   48:
        -:   49:    int i;
        -:   50:    int j;
        -:   51:    int it;			
        -:   52:    //set up random number generator
       48:   53:    SelectStream(1);
call    0 returned 100%
       48:   54:    PutSeed((long)randomSeed);
call    0 returned 100%
        -:   55:
        -:   56:    //check number of players
       48:   57:    if (numPlayers > MAX_PLAYERS || numPlayers < 2)
branch  0 taken 96% (fallthrough)
branch  1 taken 4%
branch  2 taken 7% (fallthrough)
branch  3 taken 93%
        -:   58:    {
        5:   59:        return -1;
        -:   60:    }
        -:   61:
        -:   62:    //set number of players
       43:   63:    state->numPlayers = numPlayers;
        -:   64:
        -:   65:    //check selected kingdom cards are different
      419:   66:    for (i = 0; i < 10; i++)
branch  0 taken 92%
branch  1 taken 8% (fallthrough)
        -:   67:    {
     4190:   68:        for (j = 0; j < 10; j++)
branch  0 taken 91%
branch  1 taken 9% (fallthrough)
        -:   69:        {
     3814:   70:            if (j != i && kingdomCards[j] == kingdomCards[i])
branch  0 taken 90% (fallthrough)
branch  1 taken 10%
branch  2 taken 1% (fallthrough)
branch  3 taken 99%
        -:   71:            {
        9:   72:                return -1;
        -:   73:            }
        -:   74:        }
        -:   75:    }
        -:   76:
        -:   77:
        -:   78:    //initialize supply
        -:   79:    ///////////////////////////////
        -:   80:
        -:   81:    //set number of Curse cards
       34:   82:    if (numPlayers == 2)
branch  0 taken 29% (fallthrough)
branch  1 taken 71%
        -:   83:    {
       10:   84:        state->supplyCount[curse] = 10;
        -:   85:    }
       24:   86:    else if (numPlayers == 3)
branch  0 taken 67% (fallthrough)
branch  1 taken 33%
        -:   87:    {
       16:   88:        state->supplyCount[curse] = 20;
        -:   89:    }
        -:   90:    else
        -:   91:    {
        8:   92:        state->supplyCount[curse] = 30;
        -:   93:    }
        -:   94:
        -:   95:    //set number of Victory cards
       34:   96:    if (numPlayers == 2)
branch  0 taken 29% (fallthrough)
branch  1 taken 71%
        -:   97:    {
       10:   98:        state->supplyCount[estate] = 8;
       10:   99:        state->supplyCount[duchy] = 8;
       10:  100:        state->supplyCount[province] = 8;
        -:  101:    }
        -:  102:    else
        -:  103:    {
       24:  104:        state->supplyCount[estate] = 12;
       24:  105:        state->supplyCount[duchy] = 12;
       24:  106:        state->supplyCount[province] = 12;
        -:  107:    }
        -:  108:
        -:  109:    //set number of Treasure cards
       34:  110:    state->supplyCount[copper] = 60 - (7 * numPlayers);
       34:  111:    state->supplyCount[silver] = 40;
       34:  112:    state->supplyCount[gold] = 30;
        -:  113:
        -:  114:    //set number of Kingdom cards
      714:  115:    for (i = adventurer; i <= treasure_map; i++)       	//loop all cards
branch  0 taken 95%
branch  1 taken 5% (fallthrough)
        -:  116:    {
     5610:  117:        for (j = 0; j < 10; j++)           		//loop chosen cards
branch  0 taken 94%
branch  1 taken 6% (fallthrough)
        -:  118:        {
     5270:  119:            if (kingdomCards[j] == i)
branch  0 taken 6% (fallthrough)
branch  1 taken 94%
        -:  120:            {
        -:  121:                //check if card is a 'Victory' Kingdom card
      340:  122:                if (kingdomCards[j] == great_hall || kingdomCards[j] == gardens)
branch  0 taken 96% (fallthrough)
branch  1 taken 4%
branch  2 taken 10% (fallthrough)
branch  3 taken 90%
        -:  123:                {
       94:  124:                    if (numPlayers == 2){ 
branch  0 taken 32% (fallthrough)
branch  1 taken 68%
       15:  125:                        state->supplyCount[i] = 8; 
        -:  126:                    }
       32:  127:                    else{ state->supplyCount[i] = 12; }
        -:  128:                }
        -:  129:                else
        -:  130:                {
      293:  131:                    state->supplyCount[i] = 10;
        -:  132:                }
      340:  133:                break;
        -:  134:            }
        -:  135:            else    //card is not in the set choosen for the game
        -:  136:            {
     4930:  137:                state->supplyCount[i] = -1;
        -:  138:            }
        -:  139:        }
        -:  140:
        -:  141:    }
        -:  142:
        -:  143:    ////////////////////////
        -:  144:    //supply intilization complete
        -:  145:
        -:  146:    //set player decks
      134:  147:    for (i = 0; i < numPlayers; i++)
branch  0 taken 75%
branch  1 taken 25% (fallthrough)
        -:  148:    {
      100:  149:        state->deckCount[i] = 0;
      400:  150:        for (j = 0; j < 3; j++)
branch  0 taken 75%
branch  1 taken 25% (fallthrough)
        -:  151:        {
      300:  152:            state->deck[i][j] = estate;
      300:  153:            state->deckCount[i]++;
        -:  154:        }
      800:  155:        for (j = 3; j < 10; j++)
branch  0 taken 88%
branch  1 taken 13% (fallthrough)
        -:  156:        {
      700:  157:            state->deck[i][j] = copper;
      700:  158:            state->deckCount[i]++;		
        -:  159:        }
        -:  160:    }
        -:  161:
        -:  162:    //shuffle player decks
      134:  163:    for (i = 0; i < numPlayers; i++)
branch  0 taken 75%
branch  1 taken 25% (fallthrough)
        -:  164:    {
      100:  165:        if ( shuffle(i, state) < 0 )
call    0 returned 100%
branch  1 taken 0% (fallthrough)
branch  2 taken 100%
        -:  166:        {
    #####:  167:            return -1;
        -:  168:        }
        -:  169:    }
        -:  170:
        -:  171:    //draw player hands
      134:  172:    for (i = 0; i < numPlayers; i++)
branch  0 taken 75%
branch  1 taken 25% (fallthrough)
        -:  173:    {  
        -:  174:        //initialize hand size to zero
      100:  175:        state->handCount[i] = 0;
      100:  176:        state->discardCount[i] = 0;
        -:  177:        //draw 5 cards
        -:  178:        // for (j = 0; j < 5; j++)
        -:  179:        //	{
        -:  180:        //	  drawCard(i, state);
        -:  181:        //	}
        -:  182:    }
        -:  183:
        -:  184:    //set embargo tokens to 0 for all supply piles
      952:  185:    for (i = 0; i <= treasure_map; i++)
branch  0 taken 96%
branch  1 taken 4% (fallthrough)
        -:  186:    {
      918:  187:        state->embargoTokens[i] = 0;
        -:  188:    }
        -:  189:
        -:  190:    //initialize first player's turn
       34:  191:    state->outpostPlayed = 0;
       34:  192:    state->phase = 0;
       34:  193:    state->numActions = 1;
       34:  194:    state->numBuys = 1;
       34:  195:    state->playedCardCount = 0;
       34:  196:    state->whoseTurn = 0;
       34:  197:    state->handCount[state->whoseTurn] = 0;
        -:  198:    //int it; move to top
        -:  199:
        -:  200:    //Moved draw cards to here, only drawing at the start of a turn
      204:  201:    for (it = 0; it < 5; it++){
branch  0 taken 83%
branch  1 taken 17% (fallthrough)
      170:  202:        drawCard(state->whoseTurn, state);
call    0 returned 100%
        -:  203:    }
        -:  204:
       34:  205:    updateCoins(state->whoseTurn, state, 0);
call    0 returned 100%
        -:  206:
       34:  207:    return 0;
        -:  208:}
        -:  209:
function shuffle called 236 returned 100% blocks executed 100%
      236:  210:int shuffle(int player, struct gameState *state) {
        -:  211:
        -:  212:
        -:  213:    int newDeck[MAX_DECK];
      236:  214:    int newDeckPos = 0;
        -:  215:    int card;
        -:  216:    int i;
        -:  217:
      236:  218:    if (state->deckCount[player] < 1)
branch  0 taken 31% (fallthrough)
branch  1 taken 69%
       72:  219:        return -1;
      164:  220:    qsort ((void*)(state->deck[player]), state->deckCount[player], sizeof(int), compare); 
call    0 returned 100%
        -:  221:    /* SORT CARDS IN DECK TO ENSURE DETERMINISM! */
        -:  222:
     4168:  223:    while (state->deckCount[player] > 0) {
branch  0 taken 96%
branch  1 taken 4% (fallthrough)
     3840:  224:        card = floor(Random() * state->deckCount[player]);
call    0 returned 100%
     3840:  225:        newDeck[newDeckPos] = state->deck[player][card];
     3840:  226:        newDeckPos++;
    58291:  227:        for (i = card; i < state->deckCount[player]-1; i++) {
branch  0 taken 93%
branch  1 taken 7% (fallthrough)
    54451:  228:            state->deck[player][i] = state->deck[player][i+1];
        -:  229:        }
     3840:  230:        state->deckCount[player]--;
        -:  231:    }
     4004:  232:    for (i = 0; i < newDeckPos; i++) {
branch  0 taken 96%
branch  1 taken 4% (fallthrough)
     3840:  233:        state->deck[player][i] = newDeck[i];
     3840:  234:        state->deckCount[player]++;
        -:  235:    }
        -:  236:
      164:  237:    return 0;
        -:  238:}
        -:  239:
function playCard called 0 returned 0% blocks executed 0%
    #####:  240:int playCard(int handPos, int choice1, int choice2, int choice3, struct gameState *state) 
        -:  241:{	
        -:  242:    int card;
    #####:  243:    int coin_bonus = 0; 		//tracks coins gain from actions
        -:  244:
        -:  245:    //check if it is the right phase
    #####:  246:    if (state->phase != 0)
branch  0 never executed
branch  1 never executed
        -:  247:    {
    #####:  248:        return -1;
        -:  249:    }
        -:  250:
        -:  251:    //check if player has enough actions
    #####:  252:    if ( state->numActions < 1 )
branch  0 never executed
branch  1 never executed
        -:  253:    {
    #####:  254:        return -1;
        -:  255:    }
        -:  256:
        -:  257:    //get card played
    #####:  258:    card = handCard(handPos, state);
call    0 never executed
        -:  259:
        -:  260:    //check if selected card is an action
    #####:  261:    if ( card < adventurer || card > treasure_map )
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  262:    {
    #####:  263:        return -1;
        -:  264:    }
        -:  265:
        -:  266:    //play card
    #####:  267:    if ( cardEffect(card, choice1, choice2, choice3, state, handPos, &coin_bonus) < 0 )
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  268:    {
    #####:  269:        return -1;
        -:  270:    }
        -:  271:
        -:  272:    //reduce number of actions
    #####:  273:    state->numActions--;
        -:  274:
        -:  275:    //update coins (Treasure cards may be added with card draws)
    #####:  276:    updateCoins(state->whoseTurn, state, coin_bonus);
call    0 never executed
        -:  277:
    #####:  278:    return 0;
        -:  279:}
        -:  280:
function buyCard called 0 returned 0% blocks executed 0%
    #####:  281:int buyCard(int supplyPos, struct gameState *state) {
        -:  282:    int who;
        -:  283:    if (DEBUG){
        -:  284:        printf("Entering buyCard...\n");
        -:  285:    }
        -:  286:
        -:  287:    // I don't know what to do about the phase thing.
        -:  288:
    #####:  289:    who = state->whoseTurn;
        -:  290:
    #####:  291:    if (state->numBuys < 1){
branch  0 never executed
branch  1 never executed
        -:  292:        if (DEBUG)
        -:  293:            printf("You do not have any buys left\n");
    #####:  294:        return -1;
    #####:  295:    } else if (supplyCount(supplyPos, state) <1){
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  296:        if (DEBUG)
        -:  297:            printf("There are not any of that type of card left\n");
    #####:  298:        return -1;
    #####:  299:    } else if (state->coins < getCost(supplyPos)){
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  300:        if (DEBUG) 
        -:  301:            printf("You do not have enough money to buy that. You have %d coins.\n", state->coins);
    #####:  302:        return -1;
        -:  303:    } else {
    #####:  304:        state->phase=1;
        -:  305:        //state->supplyCount[supplyPos]--;
    #####:  306:        gainCard(supplyPos, state, 0, who); //card goes in discard, this might be wrong.. (2 means goes into hand, 0 goes into discard)
call    0 never executed
        -:  307:
    #####:  308:        state->coins = (state->coins) - (getCost(supplyPos));
call    0 never executed
    #####:  309:        state->numBuys--;
        -:  310:        if (DEBUG)
        -:  311:            printf("You bought card number %d for %d coins. You now have %d buys and %d coins.\n", supplyPos, getCost(supplyPos), state->numBuys, state->coins);
        -:  312:    }
        -:  313:
        -:  314:    //state->discard[who][state->discardCount[who]] = supplyPos;
        -:  315:    //state->discardCount[who]++;
        -:  316:
    #####:  317:    return 0;
        -:  318:}
        -:  319:
function numHandCards called 12 returned 100% blocks executed 100%
       12:  320:int numHandCards(struct gameState *state) {
       12:  321:    return state->handCount[ whoseTurn(state) ];
call    0 returned 100%
        -:  322:}
        -:  323:
function handCard called 0 returned 0% blocks executed 0%
    #####:  324:int handCard(int handPos, struct gameState *state) {
    #####:  325:    int currentPlayer = whoseTurn(state);
call    0 never executed
    #####:  326:    return state->hand[currentPlayer][handPos];
        -:  327:}
        -:  328:
function supplyCount called 0 returned 0% blocks executed 0%
    #####:  329:int supplyCount(int card, struct gameState *state) {
    #####:  330:    return state->supplyCount[card];
        -:  331:}
        -:  332:
function fullDeckCount called 0 returned 0% blocks executed 0%
    #####:  333:int fullDeckCount(int player, int card, struct gameState *state) {
        -:  334:    int i;
    #####:  335:    int count = 0;
        -:  336:
    #####:  337:    for (i = 0; i < state->deckCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  338:    {
    #####:  339:        if (state->deck[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
        -:  340:    }
        -:  341:
    #####:  342:    for (i = 0; i < state->handCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  343:    {
    #####:  344:        if (state->hand[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
        -:  345:    }
        -:  346:
    #####:  347:    for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  348:    {
    #####:  349:        if (state->discard[player][i] == card) count++;
branch  0 never executed
branch  1 never executed
        -:  350:    }
        -:  351:
    #####:  352:    return count;
        -:  353:}
        -:  354:
function whoseTurn called 45 returned 100% blocks executed 100%
       45:  355:int whoseTurn(struct gameState *state) {
       45:  356:    return state->whoseTurn;
        -:  357:}
        -:  358:
function endTurn called 33 returned 100% blocks executed 100%
       33:  359:int endTurn(struct gameState *state) {
        -:  360:    int k;
        -:  361:    int i;
       33:  362:    int currentPlayer = whoseTurn(state);
call    0 returned 100%
        -:  363:
        -:  364:    //Discard hand
      238:  365:    for (i = 0; i < state->handCount[currentPlayer]; i++){
branch  0 taken 86%
branch  1 taken 14% (fallthrough)
      205:  366:        state->discard[currentPlayer][state->discardCount[currentPlayer]++] = state->hand[currentPlayer][i];//Discard
      205:  367:        state->hand[currentPlayer][i] = -1;//Set card to -1
        -:  368:    }
       33:  369:    state->handCount[currentPlayer] = 0;//Reset hand count
        -:  370:
        -:  371:    //Code for determining the player
       33:  372:    if (currentPlayer < (state->numPlayers - 1)){ 
branch  0 taken 61% (fallthrough)
branch  1 taken 39%
       20:  373:        state->whoseTurn = currentPlayer + 1;//Still safe to increment
        -:  374:    }
        -:  375:    else{
       13:  376:        state->whoseTurn = 0;//Max player has been reached, loop back around to player 1
        -:  377:    }
        -:  378:
       33:  379:    state->outpostPlayed = 0;
       33:  380:    state->phase = 0;
       33:  381:    state->numActions = 1;
       33:  382:    state->coins = 0;
       33:  383:    state->numBuys = 1;
       33:  384:    state->playedCardCount = 0;
       33:  385:    state->handCount[state->whoseTurn] = 0;
        -:  386:
        -:  387:    //int k; move to top
        -:  388:    //Next player draws hand
      198:  389:    for (k = 0; k < 5; k++){
branch  0 taken 83%
branch  1 taken 17% (fallthrough)
      165:  390:        drawCard(state->whoseTurn, state);//Draw a card
call    0 returned 100%
        -:  391:    }
        -:  392:
        -:  393:    //Update money
       33:  394:    updateCoins(state->whoseTurn, state , 0);
call    0 returned 100%
        -:  395:
       33:  396:    return 0;
        -:  397:}
        -:  398:
function isGameOver called 113 returned 100% blocks executed 100%
      113:  399:int isGameOver(struct gameState *state) {
        -:  400:    int i;
        -:  401:    int j;
        -:  402:
        -:  403:    //if stack of Province cards is empty, the game ends
      113:  404:    if (state->supplyCount[province] == 0)
branch  0 taken 6% (fallthrough)
branch  1 taken 94%
        -:  405:    {
        7:  406:        return 1;
        -:  407:    }
        -:  408:
        -:  409:    //if three supply pile are at 0, the game ends
      106:  410:    j = 0;
     2756:  411:    for (i = 0; i < 25; i++)
branch  0 taken 96%
branch  1 taken 4% (fallthrough)
        -:  412:    {
     2650:  413:        if (state->supplyCount[i] == 0)
branch  0 taken 7% (fallthrough)
branch  1 taken 93%
        -:  414:        {
      173:  415:            j++;
        -:  416:        }
        -:  417:    }
      106:  418:    if ( j >= 3)
branch  0 taken 35% (fallthrough)
branch  1 taken 65%
        -:  419:    {
       37:  420:        return 1;
        -:  421:    }
        -:  422:
       69:  423:    return 0;
        -:  424:}
        -:  425:
function scoreFor called 0 returned 0% blocks executed 0%
    #####:  426:int scoreFor (int player, struct gameState *state) {
        -:  427:
        -:  428:    int i;
    #####:  429:    int score = 0;
        -:  430:    //score from hand
    #####:  431:    for (i = 0; i < state->handCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  432:    {
    #####:  433:        if (state->hand[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  434:        if (state->hand[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  435:        if (state->hand[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  436:        if (state->hand[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  437:        if (state->hand[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  438:        if (state->hand[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  439:    }
        -:  440:
        -:  441:    //score from discard
    #####:  442:    for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  443:    {
    #####:  444:        if (state->discard[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  445:        if (state->discard[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  446:        if (state->discard[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  447:        if (state->discard[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  448:        if (state->discard[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  449:        if (state->discard[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  450:    }
        -:  451:
        -:  452:    //score from deck
    #####:  453:    for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  454:    {
    #####:  455:        if (state->deck[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  456:        if (state->deck[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  457:        if (state->deck[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  458:        if (state->deck[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  459:        if (state->deck[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  460:        if (state->deck[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  461:    }
        -:  462:
    #####:  463:    return score;
        -:  464:}
        -:  465:
function getWinners called 0 returned 0% blocks executed 0%
    #####:  466:int getWinners(int players[MAX_PLAYERS], struct gameState *state) {
        -:  467:    int i;	
        -:  468:    int j;
        -:  469:    int highScore;
        -:  470:    int currentPlayer;
        -:  471:
        -:  472:    //get score for each player
    #####:  473:    for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  474:    {
        -:  475:        //set unused player scores to -9999
    #####:  476:        if (i >= state->numPlayers)
branch  0 never executed
branch  1 never executed
        -:  477:        {
    #####:  478:            players[i] = -9999;
        -:  479:        }
        -:  480:        else
        -:  481:        {
    #####:  482:            players[i] = scoreFor (i, state);
call    0 never executed
        -:  483:        }
        -:  484:    }
        -:  485:
        -:  486:    //find highest score
    #####:  487:    j = 0;
    #####:  488:    for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  489:    {
    #####:  490:        if (players[i] > players[j])
branch  0 never executed
branch  1 never executed
        -:  491:        {
    #####:  492:            j = i;
        -:  493:        }
        -:  494:    }
    #####:  495:    highScore = players[j];
        -:  496:
        -:  497:    //add 1 to players who had less turns
    #####:  498:    currentPlayer = whoseTurn(state);
call    0 never executed
    #####:  499:    for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  500:    {
